Weights:
0.23314256164336022, 0.07408645923475499
0.09532799542567238, 0.5837901324804103
0.2566815957391133, 0.5416572809324672
0.6393394512815954, 0.294286531452037
0.7513654517644976, 0.9944729653183639
0.6064952673598065, 0.8001832836494068
0.7658736963132379, 0.43685870586571296
0.2893416596980837, 0.02539333265570265
Bias:
0.09134270820338863, 0.7032625320946309
parameter ends

Rollout 0: 
state | action | reward
[-0.81 -0.36  1.72 -1.72 -2.    2.75 -4.41 -0.63] | [-4.19 -0.88] | -1.6075294365418595
[-0.7  -0.53  1.69 -1.49 -2.08  2.7  -4.16 -0.99] | [-4.05 -0.94] | -1.3815710357109336
[-0.59 -0.7   1.64 -1.27 -2.15  2.67 -3.92 -1.32] | [-3.89 -0.99] | -1.153642591665991
[-0.49 -0.85  1.58 -1.04 -2.23  2.65 -3.68 -1.64] | [-3.71 -1.02] | -0.9231111685597242
[-0.38 -0.99  1.51 -0.81 -2.29  2.65 -3.44 -1.92] | [-3.52 -1.03] | -0.6889612562439267
[-0.27 -1.12  1.43 -0.57 -2.34  2.65 -3.21 -2.19] | [-3.31 -1.03] | -0.44959983403032827
[-0.17 -1.25  1.34 -0.33 -2.37  2.65 -2.97 -2.44] | [-3.08 -1.  ] | -0.2044819850402037
[-0.06 -1.36  1.23 -0.08 -2.37  2.65 -2.73 -2.7 ] | [-2.83 -0.95] | 0.04136618297722829
[ 0.04 -1.46  1.12  0.16 -2.35  2.65 -2.49 -2.91] | [-2.56 -0.87] | 0.2774857843117616
[ 0.15 -1.56  1.    0.39 -2.28  2.63 -2.28 -3.06] | [-2.27 -0.78] | 0.492851042812002
[ 0.25 -1.65  0.88  0.59 -2.18  2.6  -2.1  -3.12] | [-1.98 -0.68] | 0.6790659229556845
[ 0.36 -1.73  0.76  0.76 -2.06  2.56 -1.98 -3.07] | [-1.71 -0.59] | 0.7869644631689685
[ 0.43 -1.76  0.61  0.79 -1.02  1.11  0.23 -3.95] | [-0.38  0.14] | 0.7076294317188869
[ 0.46 -1.75  0.48  0.64 -0.76  0.86  0.16 -2.91] | [-0.2   0.09] | 0.5934904095191724
[ 0.5  -1.75  0.38  0.55 -0.63  0.75  0.04 -2.23] | [-0.15  0.02] | 0.5265715992335633
[ 0.52 -1.75  0.29  0.5  -0.55  0.67  0.01 -1.88] | [-0.1  -0.03] | 0.4888163978888727
[ 5.50e-01 -1.75e+00  2.22e-01  4.75e-01 -4.93e-01  6.15e-01  1.67e-03
 -1.68e+00] | [-0.07 -0.06] | 0.46716865320609696
[ 0.57 -1.75  0.16  0.46 -0.45  0.58  0.   -1.57] | [-0.05 -0.08] | 0.4552053898595999
[ 0.6  -1.75  0.1   0.45 -0.42  0.56  0.01 -1.52] | [-0.03 -0.09] | 0.44746583480936436
[ 0.62 -1.74  0.03  0.44 -0.38  0.53  0.05 -1.52] | [-0.01 -0.09] | 0.43916136714543513
[ 0.64 -1.74 -0.03  0.43 -0.34  0.49  0.1  -1.53] | [ 0.02 -0.09] | 0.4269648330031224
[ 0.66 -1.74 -0.09  0.42 -0.29  0.44  0.17 -1.56] | [ 0.05 -0.09] | 0.4085916519674996
[ 0.67 -1.73 -0.15  0.4  -0.23  0.37  0.26 -1.59] | [ 0.09 -0.08] | 0.382283059853309
[ 0.69 -1.71 -0.22  0.37 -0.16  0.29  0.38 -1.62] | [ 0.14 -0.06] | 0.3464922986494965
[ 0.7  -1.7  -0.28  0.33 -0.08  0.17  0.52 -1.65] | [ 0.2  -0.04] | 0.29966830790019094
[ 0.7  -1.67 -0.35  0.27  0.02  0.04  0.69 -1.68] | [ 0.26 -0.02] | 0.24012397139048272
[ 0.7  -1.64 -0.42  0.21  0.14 -0.13  0.9  -1.72] | [0.34 0.01] | 0.16723400093468252
[ 0.69 -1.6  -0.48  0.13  0.28 -0.34  1.16 -1.75] | [0.44 0.07] | 0.08323433873199251
[ 0.67 -1.55 -0.56  0.04  0.46 -0.6   1.47 -1.79] | [0.58 0.14] | -0.007176623319904933
[ 0.64 -1.48 -0.63 -0.05  0.68 -0.89  1.84 -1.81] | [0.76 0.25] | -0.09588316975299874
[ 0.6  -1.4  -0.7  -0.13  0.95 -1.24  2.29 -1.82] | [1.02 0.43] | -0.1680513166436715
[ 0.54 -1.29 -0.77 -0.19  1.29 -1.64  2.81 -1.79] | [1.38 0.67] | -0.1812959687577762
[ 0.47 -1.18 -0.84 -0.16  1.53 -1.9   3.07 -1.44] | [1.71 0.86] | -0.11678416715613302
[ 0.39 -1.05 -0.88 -0.06  1.67 -2.04  3.14 -0.87] | [1.99 1.  ] | 0.004036255475260409
[ 0.31 -0.93 -0.9   0.08  1.73 -2.1   3.07 -0.19] | [2.21 1.09] | 0.15132623829684572
[ 0.22 -0.81 -0.9   0.23  1.79 -2.16  3.01  0.36] | [2.43 1.2 ] | 0.30614851063818616
[ 0.13 -0.69 -0.88  0.39  1.84 -2.22  2.97  0.8 ] | [2.62 1.32] | 0.4622934746025742
[ 0.04 -0.57 -0.84  0.54  1.87 -2.28  2.93  1.16] | [2.78 1.43] | 0.6160265731294119
[-0.05 -0.45 -0.78  0.69  1.89 -2.33  2.88  1.46] | [2.92 1.52] | 0.7640261994707047
[-0.14 -0.34 -0.72  0.84  1.88 -2.37  2.83  1.72] | [3.01 1.6 ] | 0.9028879155283739
[-0.24 -0.23 -0.65  0.97  1.84 -2.39  2.76  1.93] | [3.07 1.65] | 1.0296038548667146
[-0.33 -0.12 -0.57  1.09  1.77 -2.4   2.68  2.12] | [3.09 1.68] | 1.1422072477683867
[-0.43 -0.01 -0.48  1.19  1.68 -2.4   2.59  2.27] | [3.08 1.69] | 1.2399615983288579
[-0.53  0.09 -0.38  1.29  1.58 -2.4   2.5   2.4 ] | [3.04 1.69] | 1.3229055090452688
[-0.62  0.19 -0.29  1.36  1.46 -2.38  2.4   2.49] | [2.97 1.67] | 1.3914148308999377
[-0.72  0.28 -0.18  1.42  1.33 -2.36  2.31  2.57] | [2.89 1.64] | 1.446043879958086
[-0.81  0.37 -0.08  1.47  1.2  -2.34  2.22  2.63] | [2.8  1.61] | 1.4874422553735842
[-0.9   0.46  0.03  1.5   1.06 -2.31  2.14  2.66] | [2.7  1.57] | 1.5160340234663534
[-0.99  0.54  0.13  1.53  0.93 -2.28  2.06  2.68] | [2.59 1.53] | 1.5320491569984669
[-1.08  0.62  0.24  1.54  0.8  -2.25  1.98  2.69] | [2.47 1.49] | 1.535661550645812
[-1.17  0.7   0.35  1.53  0.67 -2.21  1.9   2.68] | [2.34 1.46] | 1.5271013157698137
[-1.26  0.77  0.45  1.52  0.54 -2.18  1.83  2.65] | [2.21 1.42] | 1.5067425770252039
[-1.35  0.85  0.56  1.49  0.42 -2.13  1.76  2.62] | [2.08 1.38] | 1.4752054623150996
[-1.43  0.92  0.66  1.46  0.31 -2.09  1.69  2.58] | [1.95 1.35] | 1.4333750650696528
[-1.52  0.98  0.76  1.41  0.2  -2.04  1.62  2.52] | [1.81 1.33] | 1.3823723407383108
[-1.6   1.05  0.86  1.35  0.1  -2.    1.56  2.46] | [1.68 1.31] | 1.3235003738085547
[-1.68  1.11  0.96  1.29  0.01 -1.95  1.5   2.4 ] | [1.54 1.29] | 1.2581764794718602
[-1.75  1.16  1.06  1.22 -0.08 -1.89  1.44  2.33] | [1.42 1.28] | 1.1878587318914111
[-1.83  1.22  1.15  1.15 -0.15 -1.84  1.39  2.25] | [1.29 1.28] | 1.1139735454049127
[-1.9   1.28  1.24  1.08 -0.22 -1.79  1.34  2.18] | [1.18 1.28] | 1.0378492194740536
[-1.97  1.33  1.32  1.   -0.28 -1.74  1.3   2.1 ] | [1.07 1.29] | 0.960658790138204
[-2.04  1.38  1.4   0.92 -0.33 -1.7   1.27  2.03] | [0.98 1.31] | 0.8778723061261896
[-2.11  1.43  1.48  0.83 -0.38 -1.64  1.22  1.97] | [0.88 1.33] | 0.7711593508242035
[-2.17  1.48  1.56  0.71 -0.41 -1.54  1.11  1.96] | [0.76 1.36] | 0.6330921356411502
[-2.23  1.52  1.64  0.56 -0.42 -1.4   0.95  1.98] | [0.64 1.41] | 0.472040758677748
[-2.28  1.55  1.72  0.39 -0.41 -1.24  0.75  2.05] | [0.51 1.47] | 0.6407263334850269
[-2.34  1.6   1.76  0.95 -0.54 -1.59  1.71 -0.2 ] | [0.64 1.63] | 0.9631901288086716
[-2.4   1.67  1.75  0.93 -0.59 -1.6   1.78 -0.19] | [0.63 1.62] | 0.8939302294732266
[-2.46  1.74  1.75  0.86 -0.63 -1.57  1.76 -0.05] | [0.59 1.62] | 0.34137343088845845
[-2.48  1.76  1.75  0.12  0.02  0.02 -0.2  -0.01] | [0.08 2.48] | 0.11209754052295429
[-2.48  1.75  1.75  0.12  0.02  0.01 -0.18 -0.01] | [0.08 2.47] | 0.12497825867728697
[-2.48  1.74  1.75  0.13 -0.   -0.04 -0.12 -0.  ] | [0.09 2.44] | 0.14125153632646162
[-2.49e+00  1.74e+00  1.75e+00  1.51e-01 -2.59e-02 -8.61e-02 -5.53e-02
 -7.00e-04] | [0.11 2.41] | 0.1613032766592665
[-2.49e+00  1.74e+00  1.75e+00  1.73e-01 -5.15e-02 -1.42e-01  1.72e-02
 -2.00e-04] | [0.12 2.37] | 0.18426529568505723
[-2.50e+00  1.74e+00  1.75e+00  1.97e-01 -8.01e-02 -2.05e-01  9.75e-02
 -1.38e-04] | [0.14 2.34] | 0.20951294348024907
[-2.51e+00  1.75e+00  1.75e+00  2.12e-01 -1.02e-01 -2.51e-01  1.56e-01
  1.77e-03] | [0.15 2.31] | 0.16135820798046613
[-2.51e+00  1.75e+00  1.75e+00  1.43e-01 -3.90e-02 -1.01e-01 -2.56e-02
 -1.79e-05] | [0.1  2.39] | 0.1423790646397401
[-2.52e+00  1.75e+00  1.75e+00  1.44e-01 -4.44e-02 -1.11e-01 -1.14e-02
 -1.24e-03] | [0.1  2.39] | 0.143865894176485
[-2.52e+00  1.75e+00  1.75e+00  1.44e-01 -4.86e-02 -1.17e-01 -1.20e-03
 -1.84e-04] | [0.1  2.38] | 0.1417816643330231
[-2.53e+00  1.75e+00  1.75e+00  1.41e-01 -4.96e-02 -1.17e-01  2.49e-04
  6.88e-05] | [0.1  2.38] | 0.13826244070197669
[-2.53e+00  1.75e+00  1.75e+00  1.37e-01 -4.99e-02 -1.15e-01  4.32e-05
  3.46e-05] | [0.1  2.38] | 0.13473924876012897
[-2.53e+00  1.75e+00  1.75e+00  1.34e-01 -5.02e-02 -1.13e-01 -8.40e-05
  5.57e-06] | [0.09 2.38] | 0.1314099130036538
[-2.54e+00  1.75e+00  1.75e+00  1.30e-01 -5.04e-02 -1.11e-01 -1.01e-04
 -4.55e-07] | [0.09 2.38] | 0.12823867995651422
[-2.54e+00  1.75e+00  1.75e+00  1.27e-01 -5.07e-02 -1.09e-01 -9.48e-05
 -3.84e-07] | [0.09 2.38] | 0.12519951087589887
[-2.55e+00  1.75e+00  1.75e+00  1.24e-01 -5.09e-02 -1.08e-01 -8.97e-05
 -5.03e-08] | [0.09 2.38] | 0.12228181939647265
[-2.55e+00  1.75e+00  1.75e+00  1.21e-01 -5.11e-02 -1.06e-01 -8.63e-05
  4.39e-09] | [0.09 2.38] | 0.11947871082761935
[-2.56e+00  1.75e+00  1.75e+00  1.19e-01 -5.12e-02 -1.05e-01 -8.33e-05
 -2.50e-08] | [0.08 2.38] | 0.11678379461448002
[-2.56e+00  1.75e+00  1.75e+00  1.16e-01 -5.13e-02 -1.03e-01 -8.05e-05
 -5.75e-08] | [0.08 2.38] | 0.11419100095279738
[-2.56e+00  1.75e+00  1.75e+00  1.14e-01 -5.13e-02 -1.02e-01 -7.79e-05
 -8.38e-08] | [0.08 2.38] | 0.11169467275198974
[-2.57e+00  1.75e+00  1.75e+00  1.11e-01 -5.14e-02 -1.01e-01 -7.53e-05
 -1.06e-07] | [0.08 2.38] | 0.10928956603632715
[-2.57e+00  1.75e+00  1.75e+00  1.09e-01 -5.14e-02 -9.92e-02 -7.29e-05
 -1.26e-07] | [0.08 2.38] | 0.10697081555183727
[-2.58e+00  1.75e+00  1.75e+00  1.06e-01 -5.14e-02 -9.79e-02 -7.06e-05
 -1.44e-07] | [0.08 2.38] | 0.10473389964611662
[-2.58e+00  1.75e+00  1.75e+00  1.04e-01 -5.14e-02 -9.66e-02 -6.85e-05
 -1.59e-07] | [0.07 2.38] | 0.1025746096550096
[-2.58e+00  1.75e+00  1.75e+00  1.02e-01 -5.13e-02 -9.54e-02 -6.64e-05
 -1.73e-07] | [0.07 2.38] | 0.10048902293455023
[-2.59e+00  1.75e+00  1.75e+00  1.00e-01 -5.13e-02 -9.42e-02 -6.44e-05
 -1.86e-07] | [0.07 2.38] | 0.0984734787310782
[-2.59e+00  1.75e+00  1.75e+00  9.81e-02 -5.12e-02 -9.30e-02 -6.26e-05
 -1.97e-07] | [0.07 2.38] | 0.09652455647245685
[-2.60e+00  1.75e+00  1.75e+00  9.61e-02 -5.11e-02 -9.19e-02 -6.08e-05
 -2.07e-07] | [0.07 2.38] | 0.09463905619832622
[-2.60e+00  1.75e+00  1.75e+00  9.43e-02 -5.10e-02 -9.08e-02 -5.91e-05
 -2.16e-07] | [0.07 2.38] | 0.09281398088862287
[-2.60e+00  1.75e+00  1.75e+00  9.25e-02 -5.09e-02 -8.97e-02 -5.75e-05
 -2.24e-07] | [0.07 2.38] | 0.09104652047903933
[-2.61e+00  1.75e+00  1.75e+00  9.08e-02 -5.08e-02 -8.87e-02 -5.59e-05
 -2.30e-07] | [0.06 2.38] | 0.0893340373768572
[-2.61e+00  1.75e+00  1.75e+00  8.91e-02 -5.06e-02 -8.76e-02 -5.45e-05
 -2.37e-07] | [0.06 2.38] | 0.0876740533141869
[-2.61e+00  1.75e+00  1.75e+00  8.74e-02 -5.05e-02 -8.66e-02 -5.31e-05
 -2.42e-07] | [0.06 2.38] | 0.08606423739577386
[-2.62e+00  1.75e+00  1.75e+00  8.58e-02 -5.03e-02 -8.56e-02 -5.17e-05
 -2.47e-07] | [0.06 2.38] | 0.08450239521566241
[-2.62e+00  1.75e+00  1.75e+00  8.43e-02 -5.02e-02 -8.47e-02 -5.04e-05
 -2.51e-07] | [0.06 2.38] | 0.08298645893206491
[-2.62e+00  1.75e+00  1.75e+00  8.28e-02 -5.00e-02 -8.38e-02 -4.92e-05
 -2.54e-07] | [0.06 2.38] | 0.08151447820258827
[-2.63e+00  1.75e+00  1.75e+00  8.14e-02 -4.98e-02 -8.28e-02 -4.80e-05
 -2.57e-07] | [0.06 2.38] | 0.08008461189377558
[-2.63e+00  1.75e+00  1.75e+00  8.00e-02 -4.97e-02 -8.19e-02 -4.69e-05
 -2.60e-07] | [0.06 2.38] | 0.07869512048810828
[-2.63e+00  1.75e+00  1.75e+00  7.86e-02 -4.95e-02 -8.11e-02 -4.58e-05
 -2.62e-07] | [0.06 2.38] | 0.07734435912044597
[-2.64e+00  1.75e+00  1.75e+00  7.73e-02 -4.93e-02 -8.02e-02 -4.48e-05
 -2.64e-07] | [0.06 2.38] | 0.07603077118370419
[-2.64e+00  1.75e+00  1.75e+00  7.60e-02 -4.91e-02 -7.94e-02 -4.38e-05
 -2.66e-07] | [0.05 2.38] | 0.07475288244965107
[-2.64e+00  1.75e+00  1.75e+00  7.47e-02 -4.89e-02 -7.86e-02 -4.28e-05
 -2.67e-07] | [0.05 2.38] | 0.07350929565675082
[-2.65e+00  1.75e+00  1.75e+00  7.35e-02 -4.87e-02 -7.78e-02 -4.19e-05
 -2.68e-07] | [0.05 2.38] | 0.07229868553434342
[-2.65e+00  1.75e+00  1.75e+00  7.23e-02 -4.85e-02 -7.70e-02 -4.10e-05
 -2.69e-07] | [0.05 2.38] | 0.07111979464718005
[-2.65e+00  1.75e+00  1.75e+00  7.11e-02 -4.83e-02 -7.62e-02 -4.02e-05
 -2.70e-07] | [0.05 2.38] | 0.06997142977240395
[-2.66e+00  1.75e+00  1.75e+00  7.00e-02 -4.81e-02 -7.55e-02 -3.94e-05
 -2.71e-07] | [0.05 2.38] | 0.06885245707568804
[-2.66e+00  1.75e+00  1.75e+00  6.89e-02 -4.79e-02 -7.47e-02 -3.86e-05
 -2.71e-07] | [0.05 2.38] | 0.06776179802429895
[-2.66e+00  1.75e+00  1.75e+00  6.78e-02 -4.77e-02 -7.40e-02 -3.79e-05
 -2.71e-07] | [0.05 2.38] | 0.06669842606191297
[-2.66e+00  1.75e+00  1.75e+00  6.67e-02 -4.75e-02 -7.33e-02 -3.71e-05
 -2.72e-07] | [0.05 2.38] | 0.06566136353212312
[-2.67e+00  1.75e+00  1.75e+00  6.57e-02 -4.73e-02 -7.26e-02 -3.64e-05
 -2.72e-07] | [0.05 2.38] | 0.06464967879599738
[-2.67e+00  1.75e+00  1.75e+00  6.47e-02 -4.70e-02 -7.19e-02 -3.58e-05
 -2.71e-07] | [0.05 2.39] | 0.06366248354514598
[-2.67e+00  1.75e+00  1.75e+00  6.37e-02 -4.68e-02 -7.12e-02 -3.51e-05
 -2.71e-07] | [0.05 2.39] | 0.06269893030064923
[-2.68e+00  1.75e+00  1.75e+00  6.28e-02 -4.66e-02 -7.06e-02 -3.45e-05
 -2.71e-07] | [0.04 2.39] | 0.061758210084743255
[-2.68e+00  1.75e+00  1.75e+00  6.19e-02 -4.64e-02 -6.99e-02 -3.39e-05
 -2.70e-07] | [0.04 2.39] | 0.06083955025080343
[-2.68e+00  1.75e+00  1.75e+00  6.10e-02 -4.62e-02 -6.93e-02 -3.33e-05
 -2.70e-07] | [0.04 2.39] | 0.05994221245947331
[-2.68e+00  1.75e+00  1.75e+00  6.01e-02 -4.60e-02 -6.87e-02 -3.27e-05
 -2.69e-07] | [0.04 2.39] | 0.05906549078914179
[-2.69e+00  1.75e+00  1.75e+00  5.92e-02 -4.58e-02 -6.81e-02 -3.22e-05
 -2.68e-07] | [0.04 2.39] | 0.05820870997071408
[-2.69e+00  1.75e+00  1.75e+00  5.84e-02 -4.55e-02 -6.75e-02 -3.17e-05
 -2.67e-07] | [0.04 2.39] | 0.05737122373716524
[-2.69e+00  1.75e+00  1.75e+00  5.75e-02 -4.53e-02 -6.69e-02 -3.12e-05
 -2.67e-07] | [0.04 2.39] | 0.056552413278842556
[-2.69e+00  1.75e+00  1.75e+00  5.67e-02 -4.51e-02 -6.63e-02 -3.07e-05
 -2.66e-07] | [0.04 2.39] | 0.0557516857972588
[-2.70e+00  1.75e+00  1.75e+00  5.59e-02 -4.49e-02 -6.57e-02 -3.02e-05
 -2.65e-07] | [0.04 2.39] | 0.05496847314954073
[-2.70e+00  1.75e+00  1.75e+00  5.52e-02 -4.47e-02 -6.52e-02 -2.97e-05
 -2.64e-07] | [0.04 2.39] | 0.054202230577251535
[-2.70e+00  1.75e+00  1.75e+00  5.44e-02 -4.45e-02 -6.46e-02 -2.93e-05
 -2.62e-07] | [0.04 2.39] | 0.053452435513427626
[-2.71e+00  1.75e+00  1.75e+00  5.37e-02 -4.43e-02 -6.41e-02 -2.89e-05
 -2.61e-07] | [0.04 2.39] | 0.052718586462136216
[-2.71e+00  1.75e+00  1.75e+00  5.29e-02 -4.40e-02 -6.36e-02 -2.84e-05
 -2.60e-07] | [0.04 2.39] | 0.05200020194565948
[-2.71e+00  1.75e+00  1.75e+00  5.22e-02 -4.38e-02 -6.30e-02 -2.80e-05
 -2.59e-07] | [0.04 2.39] | 0.051296819514299805
[-2.71e+00  1.75e+00  1.75e+00  5.15e-02 -4.36e-02 -6.25e-02 -2.76e-05
 -2.58e-07] | [0.04 2.39] | 0.05060799481466645
[-2.72e+00  1.75e+00  1.75e+00  5.08e-02 -4.34e-02 -6.20e-02 -2.72e-05
 -2.57e-07] | [0.04 2.39] | 0.04993330071241481
[-2.72e+00  1.75e+00  1.75e+00  5.02e-02 -4.32e-02 -6.15e-02 -2.69e-05
 -2.55e-07] | [0.03 2.39] | 0.04927232646565373
[-2.72e+00  1.75e+00  1.75e+00  4.95e-02 -4.30e-02 -6.10e-02 -2.65e-05
 -2.54e-07] | [0.03 2.39] | 0.04862467694579116
[-2.72e+00  1.75e+00  1.75e+00  4.89e-02 -4.28e-02 -6.06e-02 -2.62e-05
 -2.53e-07] | [0.03 2.39] | 0.047989971902388594
[-2.73e+00  1.75e+00  1.75e+00  4.83e-02 -4.26e-02 -6.01e-02 -2.58e-05
 -2.51e-07] | [0.03 2.39] | 0.04736784526942731
[-2.73e+00  1.75e+00  1.75e+00  4.76e-02 -4.24e-02 -5.96e-02 -2.55e-05
 -2.50e-07] | [0.03 2.39] | 0.04675794451016728
[-2.73e+00  1.75e+00  1.75e+00  4.70e-02 -4.22e-02 -5.92e-02 -2.52e-05
 -2.49e-07] | [0.03 2.39] | 0.04615992999795713
[-2.73e+00  1.75e+00  1.75e+00  4.64e-02 -4.20e-02 -5.87e-02 -2.48e-05
 -2.47e-07] | [0.03 2.39] | 0.04557347443105313
[-2.73e+00  1.75e+00  1.75e+00  4.59e-02 -4.17e-02 -5.83e-02 -2.45e-05
 -2.46e-07] | [0.03 2.39] | 0.0449982622788275
[-2.74e+00  1.75e+00  1.75e+00  4.53e-02 -4.15e-02 -5.78e-02 -2.42e-05
 -2.45e-07] | [0.03 2.39] | 0.044433989257845814
[-2.74e+00  1.75e+00  1.75e+00  4.47e-02 -4.13e-02 -5.74e-02 -2.40e-05
 -2.43e-07] | [0.03 2.39] | 0.04388036183567119
[-2.74e+00  1.75e+00  1.75e+00  4.42e-02 -4.11e-02 -5.70e-02 -2.37e-05
 -2.42e-07] | [0.03 2.39] | 0.04333709676076387
[-2.74e+00  1.75e+00  1.75e+00  4.36e-02 -4.09e-02 -5.66e-02 -2.34e-05
 -2.41e-07] | [0.03 2.39] | 0.04280392061691098
[-2.75e+00  1.75e+00  1.75e+00  4.31e-02 -4.07e-02 -5.61e-02 -2.31e-05
 -2.39e-07] | [0.03 2.39] | 0.042280569400677356
[-2.75e+00  1.75e+00  1.75e+00  4.26e-02 -4.05e-02 -5.57e-02 -2.29e-05
 -2.38e-07] | [0.03 2.39] | 0.041766788120511836
[-2.75e+00  1.75e+00  1.75e+00  4.21e-02 -4.04e-02 -5.53e-02 -2.26e-05
 -2.37e-07] | [0.03 2.39] | 0.04126233041621076
[-2.75e+00  1.75e+00  1.75e+00  4.16e-02 -4.02e-02 -5.49e-02 -2.24e-05
 -2.35e-07] | [0.03 2.39] | 0.04076695819746204
[-2.75e+00  1.75e+00  1.75e+00  4.11e-02 -4.00e-02 -5.46e-02 -2.21e-05
 -2.34e-07] | [0.03 2.39] | 0.040280441300581955
[-2.76e+00  1.75e+00  1.75e+00  4.06e-02 -3.98e-02 -5.42e-02 -2.19e-05
 -2.33e-07] | [0.03 2.39] | 0.03980255716211278
[-2.76e+00  1.75e+00  1.75e+00  4.01e-02 -3.96e-02 -5.38e-02 -2.17e-05
 -2.31e-07] | [0.03 2.39] | 0.03933309050843758
[-2.76e+00  1.75e+00  1.75e+00  3.97e-02 -3.94e-02 -5.34e-02 -2.14e-05
 -2.30e-07] | [0.03 2.39] | 0.038871833060690884
[-2.76e+00  1.75e+00  1.75e+00  3.92e-02 -3.92e-02 -5.31e-02 -2.12e-05
 -2.29e-07] | [0.03 2.39] | 0.03841858325357765
[-2.77e+00  1.75e+00  1.75e+00  3.88e-02 -3.90e-02 -5.27e-02 -2.10e-05
 -2.28e-07] | [0.02 2.39] | 0.03797314596800071
[-2.77e+00  1.75e+00  1.75e+00  3.83e-02 -3.88e-02 -5.23e-02 -2.08e-05
 -2.26e-07] | [0.02 2.39] | 0.03753533227618696
[-2.77e+00  1.75e+00  1.75e+00  3.79e-02 -3.86e-02 -5.20e-02 -2.06e-05
 -2.25e-07] | [0.02 2.39] | 0.03710495919881276
[-2.77e+00  1.75e+00  1.75e+00  3.75e-02 -3.85e-02 -5.16e-02 -2.04e-05
 -2.24e-07] | [0.02 2.39] | 0.03668184947361805
[-2.77e+00  1.75e+00  1.75e+00  3.70e-02 -3.83e-02 -5.13e-02 -2.02e-05
 -2.23e-07] | [0.02 2.39] | 0.036265831334610005
[-2.78e+00  1.75e+00  1.75e+00  3.66e-02 -3.81e-02 -5.10e-02 -2.00e-05
 -2.21e-07] | [0.02 2.39] | 0.035856738301523375
[-2.78e+00  1.75e+00  1.75e+00  3.62e-02 -3.79e-02 -5.06e-02 -1.98e-05
 -2.20e-07] | [0.02 2.39] | 0.035454408978860284
[-2.78e+00  1.75e+00  1.75e+00  3.58e-02 -3.77e-02 -5.03e-02 -1.96e-05
 -2.19e-07] | [0.02 2.4 ] | 0.0350586868639102
[-2.78e+00  1.75e+00  1.75e+00  3.54e-02 -3.76e-02 -5.00e-02 -1.94e-05
 -2.18e-07] | [0.02 2.4 ] | 0.034669420163727926
[-2.78e+00  1.75e+00  1.75e+00  3.51e-02 -3.74e-02 -4.96e-02 -1.93e-05
 -2.16e-07] | [0.02 2.4 ] | 0.034286461619859515
[-2.79e+00  1.75e+00  1.75e+00  3.47e-02 -3.72e-02 -4.93e-02 -1.91e-05
 -2.15e-07] | [0.02 2.4 ] | 0.03390966834114942
[-2.79e+00  1.75e+00  1.75e+00  3.43e-02 -3.70e-02 -4.90e-02 -1.89e-05
 -2.14e-07] | [0.02 2.4 ] | 0.03353890164376279
[-2.79e+00  1.75e+00  1.75e+00  3.39e-02 -3.69e-02 -4.87e-02 -1.88e-05
 -2.13e-07] | [0.02 2.4 ] | 0.03317402689821226
[-2.79e+00  1.75e+00  1.75e+00  3.36e-02 -3.67e-02 -4.84e-02 -1.86e-05
 -2.12e-07] | [0.02 2.4 ] | 0.03281491338296723
[-2.79e+00  1.75e+00  1.75e+00  3.32e-02 -3.65e-02 -4.81e-02 -1.84e-05
 -2.10e-07] | [0.02 2.4 ] | 0.03246143414447934
[-2.80e+00  1.75e+00  1.75e+00  3.29e-02 -3.63e-02 -4.78e-02 -1.83e-05
 -2.09e-07] | [0.02 2.4 ] | 0.03211346586300233
[-2.80e+00  1.75e+00  1.75e+00  3.25e-02 -3.62e-02 -4.75e-02 -1.81e-05
 -2.08e-07] | [0.02 2.4 ] | 0.03177088872428417
[-2.80e+00  1.75e+00  1.75e+00  3.22e-02 -3.60e-02 -4.72e-02 -1.80e-05
 -2.07e-07] | [0.02 2.4 ] | 0.03143358629652086
[-2.80e+00  1.75e+00  1.75e+00  3.18e-02 -3.58e-02 -4.69e-02 -1.78e-05
 -2.06e-07] | [0.02 2.4 ] | 0.031101445412527517
[-2.80e+00  1.75e+00  1.75e+00  3.15e-02 -3.57e-02 -4.66e-02 -1.77e-05
 -2.05e-07] | [0.02 2.4 ] | 0.03077435605671603
[-2.81e+00  1.75e+00  1.75e+00  3.12e-02 -3.55e-02 -4.64e-02 -1.75e-05
 -2.04e-07] | [0.02 2.4 ] | 0.030452211256912668
[-2.81e+00  1.75e+00  1.75e+00  3.09e-02 -3.54e-02 -4.61e-02 -1.74e-05
 -2.03e-07] | [0.02 2.4 ] | 0.030134906980349492
[-2.81e+00  1.75e+00  1.75e+00  3.06e-02 -3.52e-02 -4.58e-02 -1.73e-05
 -2.02e-07] | [0.02 2.4 ] | 0.029822342034051718
[-2.81e+00  1.75e+00  1.75e+00  3.02e-02 -3.50e-02 -4.55e-02 -1.71e-05
 -2.00e-07] | [0.02 2.4 ] | 0.029514417969254608
[-2.81e+00  1.75e+00  1.75e+00  2.99e-02 -3.49e-02 -4.53e-02 -1.70e-05
 -1.99e-07] | [0.02 2.4 ] | 0.029211038989516956
[-2.81e+00  1.75e+00  1.75e+00  2.96e-02 -3.47e-02 -4.50e-02 -1.69e-05
 -1.98e-07] | [0.02 2.4 ] | 0.02891211186269767
[-2.82e+00  1.75e+00  1.75e+00  2.93e-02 -3.46e-02 -4.47e-02 -1.68e-05
